User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
root,,2020-08-25T19:42:10Z,signin.amazonaws.com,ConsoleLogin,us-east-1,45.16.198.181,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36",,[],,718fade9-cbbd-43c9-883b-5174f989f522,,AwsConsoleSignIn,408612950575,
CloudTrail,ASIAV6IZ22IXQEOT26OE,2020-08-25T19:38:19Z,logs.amazonaws.com,CreateLogStream,us-east-1,cloudtrail.amazonaws.com,cloudtrail.amazonaws.com,,[],b5db1659-a67f-4dd1-89f9-eea88670dbd6,0cfe602c-cae2-4595-8c24-126660ceeace,,AwsApiCall,408612950575,
root,ASIAV6IZ22IXUNAB22HI,2020-08-25T19:38:11Z,cloudtrail.amazonaws.com,UpdateTrail,us-east-1,45.16.198.181,console.amazonaws.com,InvalidCloudWatchLogsLogGroupArnException,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:408612950575:trail/Udacity_Trail""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""arn:aws:iam::408612950575:role/service-role/TestCloudTrail""},{""resourceType"":""AWS::Logs::LogGroup"",""resourceName"":""arn:aws:logs:us-east-1:408612950575:log-group:aws-cloudtrail-logs-408612950575-07e11dc7:*""}]",a69f27ec-eb5c-4bf5-9bcf-3b9cd7c7296a,a56282ea-3353-4a6b-ad6d-3093af8a388c,false,AwsApiCall,408612950575,
CloudTrail,ASIAV6IZ22IX3H7CWJNZ,2020-08-25T19:38:11Z,logs.amazonaws.com,CreateLogStream,us-east-1,cloudtrail.amazonaws.com,cloudtrail.amazonaws.com,AccessDenied,[],b547587c-2647-4c6e-89d6-01be0e07109f,c0dd8c3b-ace0-4fef-845c-a617058720d2,,AwsApiCall,408612950575,
root,ASIAV6IZ22IXUNAB22HI,2020-08-25T19:38:06Z,cloudtrail.amazonaws.com,UpdateTrail,us-east-1,45.16.198.181,console.amazonaws.com,InvalidCloudWatchLogsRoleArnException,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:408612950575:trail/Udacity_Trail""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""arn:aws:iam::408612950575:role/service-role/TestCloudTrail""},{""resourceType"":""AWS::Logs::LogGroup"",""resourceName"":""arn:aws:logs:us-east-1:408612950575:log-group:aws-cloudtrail-logs-408612950575-07e11dc7:*""}]",0e7aac64-ccf1-40f9-ae59-7d0c7e3b38df,0a095065-5921-4171-a929-ea39cff1bac8,false,AwsApiCall,408612950575,
root,ASIAV6IZ22IXUNAB22HI,2020-08-25T19:38:04Z,cloudtrail.amazonaws.com,UpdateTrail,us-east-1,45.16.198.181,console.amazonaws.com,InvalidCloudWatchLogsRoleArnException,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:408612950575:trail/Udacity_Trail""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""arn:aws:iam::408612950575:role/service-role/TestCloudTrail""},{""resourceType"":""AWS::Logs::LogGroup"",""resourceName"":""arn:aws:logs:us-east-1:408612950575:log-group:aws-cloudtrail-logs-408612950575-07e11dc7:*""}]",260492a4-14c7-4ec7-bf1d-cba94521b500,02fbdabb-afed-47c3-a828-777986a042fe,false,AwsApiCall,408612950575,
root,ASIAV6IZ22IXUNAB22HI,2020-08-25T19:38:03Z,iam.amazonaws.com,AttachRolePolicy,us-east-1,45.16.198.181,Coral/Jakarta,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::408612950575:policy/service-role/CloudTrailPolicyForCloudWatchLogs_e0c54d93-46d0-4436-8eee-8e23e705886a""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""TestCloudTrail""}]",84887802-7f4b-432d-9862-369b8b4ca37d,9e056e29-bfc7-468e-aca6-11427b2da72e,false,AwsApiCall,408612950575,
root,ASIAV6IZ22IXUNAB22HI,2020-08-25T19:38:03Z,iam.amazonaws.com,CreatePolicy,us-east-1,45.16.198.181,Coral/Jakarta,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""CloudTrailPolicyForCloudWatchLogs_e0c54d93-46d0-4436-8eee-8e23e705886a""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::408612950575:policy/service-role/CloudTrailPolicyForCloudWatchLogs_e0c54d93-46d0-4436-8eee-8e23e705886a""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""ANPAV6IZ22IXWYSXFLKPW""}]",84887802-7f4b-432d-9862-369b8b4ca37d,e3573883-8486-4268-a696-8c342be2b33e,false,AwsApiCall,408612950575,
root,ASIAV6IZ22IXUNAB22HI,2020-08-25T19:38:03Z,iam.amazonaws.com,CreateRole,us-east-1,45.16.198.181,Coral/Jakarta,,[],84887802-7f4b-432d-9862-369b8b4ca37d,f2c2c692-5ece-48b5-8a90-7b71dc2dcd6a,false,AwsApiCall,408612950575,
root,ASIAV6IZ22IXUNAB22HI,2020-08-25T19:38:03Z,logs.amazonaws.com,CreateLogGroup,us-east-1,45.16.198.181,"AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.841 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.262-b10 java/1.8.0_262 vendor/Oracle_Corporation",,[],7d5a5dbf-a98e-4afa-968f-c336eb5f32bc,f4b6bc7e-cc18-4abd-aa29-3a5c0d8a3396,,AwsApiCall,408612950575,
