User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
CloudTrail,ASIAVRYN57QVBUHJUCL4,2021-08-05T16:16:05Z,kms.amazonaws.com,CreateAlias,us-east-1,86.42.21.245,"AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.991 Linux/5.4.116-64.217.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation cfg/retry-mode/legacy",AlreadyExistsException,[],d4f1590c-31ea-4148-8d9e-bae9ad36c363,6528703f-4f90-4c3f-86c2-8a3c7e686779,false,AwsApiCall,381744446506,Management
CloudTrail,ASIAVRYN57QVBUHJUCL4,2021-08-05T16:16:05Z,kms.amazonaws.com,CreateKey,us-east-1,86.42.21.245,"AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.991 Linux/5.4.116-64.217.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation cfg/retry-mode/legacy",,"[{""resourceType"":""AWS::KMS::Key"",""resourceName"":""5ec94353-06b9-4a25-836d-e5f04315a37e""}]",b6e7f62a-44a3-4090-80ab-3d7eb8d2cf25,8738cc87-bde8-4f3f-96e4-c643d7fca134,false,AwsApiCall,381744446506,Management
CloudTrail,ASIAVRYN57QVBUHJUCL4,2021-08-05T16:16:04Z,sns.amazonaws.com,CreateTopic,us-east-1,86.42.21.245,"AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.991 Linux/5.4.116-64.217.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation cfg/retry-mode/legacy",,"[{""resourceType"":""AWS::SNS::Topic"",""resourceName"":""arn:aws:sns:us-east-1:381744446506:aws-cloudtrail-logs-381744446506-ddd4f6d5""}]",c8a6b4f3-1162-5cf7-a561-ed750066fbab,1aebb2db-739d-4453-a1be-1daf4fdbd969,false,AwsApiCall,381744446506,Management
CloudTrail,ASIAVRYN57QVBUHJUCL4,2021-08-05T16:16:04Z,s3.amazonaws.com,PutBucketPolicy,us-east-1,86.42.21.245,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.991 Linux/5.4.116-64.217.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation cfg/retry-mode/legacy]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-381744446506-87ab5dcb""}]",MJ4C3XHQGJ89FBE4,32ca3fa0-3b00-498b-810f-3cb2ee192144,false,AwsApiCall,381744446506,Management
CloudTrail,ASIAVRYN57QVBUHJUCL4,2021-08-05T16:16:04Z,sns.amazonaws.com,SetTopicAttributes,us-east-1,86.42.21.245,"AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.991 Linux/5.4.116-64.217.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation cfg/retry-mode/legacy",,"[{""resourceType"":""AWS::SNS::Topic"",""resourceName"":""arn:aws:sns:us-east-1:381744446506:aws-cloudtrail-logs-381744446506-ddd4f6d5""}]",3d641e40-17ff-5f4e-a3ab-47c606fb8812,3a3e60dd-6b4d-42e7-a9b6-0d6b36647115,false,AwsApiCall,381744446506,Management
CloudTrail,ASIAVRYN57QVBUHJUCL4,2021-08-05T16:16:04Z,s3.amazonaws.com,CreateBucket,us-east-1,86.42.21.245,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.991 Linux/5.4.116-64.217.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation cfg/retry-mode/legacy]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-381744446506-87ab5dcb""}]",MJ40VM27FJ384FG8,82fd96f5-5047-415c-8a24-c71b45f4e62d,false,AwsApiCall,381744446506,Management
CloudTrail,ASIAVRYN57QVBUHJUCL4,2021-08-05T16:16:04Z,s3.amazonaws.com,PutBucketPublicAccessBlock,us-east-1,86.42.21.245,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.991 Linux/5.4.116-64.217.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation cfg/retry-mode/legacy]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-381744446506-87ab5dcb""}]",MJ47BABR2K18ZMZH,96d6d218-58df-4999-8702-93e30c4446fc,false,AwsApiCall,381744446506,Management
CloudTrail,ASIAVRYN57QVBUHJUCL4,2021-08-05T16:15:51Z,logs.amazonaws.com,CreateLogGroup,us-east-1,86.42.21.245,"AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.991 Linux/5.4.116-64.217.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation cfg/retry-mode/legacy",,[],13db9858-8f58-4d24-a53e-718f5f3d26fc,2b7aaf2a-918f-43ed-91b3-0d7fcaf1aedc,false,AwsApiCall,381744446506,Management
CloudTrail,ASIAVRYN57QVBUHJUCL4,2021-08-05T16:15:51Z,kms.amazonaws.com,CreateAlias,us-east-1,86.42.21.245,"AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.991 Linux/5.4.116-64.217.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation cfg/retry-mode/legacy",,[],7c4162d6-fc6f-4d3d-a229-8ad36422b750,5a1d0c61-c992-498c-9010-a7f6b3f462f5,false,AwsApiCall,381744446506,Management
CloudTrail,ASIAVRYN57QVBUHJUCL4,2021-08-05T16:15:50Z,s3.amazonaws.com,CreateBucket,us-east-1,86.42.21.245,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.991 Linux/5.4.116-64.217.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation cfg/retry-mode/legacy]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-381744446506-87ab5dcb""}]",3RJ6MTH6NMAE3V0B,101a5b17-0f3c-4778-83a6-cd4f7cc3cd02,false,AwsApiCall,381744446506,Management
